Sample,Species,Diversity,Treatment,0.55,0.599999,0.649999,0.699999,0.749999,0.899998,0.999997,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.39999,1.44999,1.59999,1.64999,1.84999,1.89999,1.94999,1.99999,2.04999,2.09999,2.14999,2.19999,2.24999,2.29999,2.34999,2.39999,2.44999,2.54999,2.59999,2.64999,2.69999,2.74999,2.79999,2.89999,3.09998,3.19998,3.49998,3.54998,3.59998,3.64998,3.69998,3.74998,3.79998,3.84998,3.89998,3.94998,3.99998,4.04998,4.09998,4.14998,4.19998,4.24998,4.29998,4.34998,4.39998,4.44998,4.49998,4.54998,4.94997,5.24997,5.44997,5.94997,5.99997,6.04997,6.09997,6.14997,6.54996,6.64996,6.69996,6.74996,6.79996,6.84996,6.89996,6.94996,6.99996,7.04996,7.44996,7.49996,7.54996,7.59996,7.74996
1,Lespedeza capitata,Monoculture,Control,28.486874,1.08E+01,-24.964577,-106.53298,-85.888395,-123.1826042,-162.134215,-116.243507,-16.407366,-107.72615,-97.843698,-98.82978,-194.26277,-258.99225,-188.420339,-131.417491,-23.369954,37.644601,-65.389,-237.30306,-298.653574,-138.10307,-351.056228,-189.01629,-261.165891,-196.31449,-135.519553,-194.92752,-200.187161,-221.25201,-256.19754,-214.29258,-196.24069,-314.93032,-227.559748,4.768505,-124.227202,9.539691,-74.19783,-49.52945,-57.919823,-333.61989,-139.98871,694.5891,-71.07263,19.49609,-264.43505,157.68688,-220.897173,-136.394816,423.80491,-114.6502,-291.50948,-245.27808,-27.77558,-87.607295,-114.82658,-21.20726,78.81576,35.80842,98.65963,86.85886,18.407239,63.906334,-15.79174,78.93948,127.6784,123.6081,153.47309,108.80303,1.690809,-194.975386,-207.51148,-10.347743,149.33947,158.10569,119.34393,423.067237,167.114028,-225.751004,-38.97374,-288.41674,-131.461161,-110.626114,-129.349285
2,Lespedeza capitata,Monoculture,Control,18.051655,5.18E-01,-42.796744,-117.01399,-108.626085,-44.2899567,-45.135927,-32.3929211,25.794795,-14.9045,89.985513,-34.12101,-115.28152,-121.43678,-52.692677,-81.619572,-72.028359,-41.936584,-74.21794,-205.42489,-198.157762,-168.51166,-272.94854,-199.30446,-257.548899,-179.86405,-170.221542,-134.65186,-167.312802,-136.97468,-322.54929,-140.21599,-54.58026,-308.98093,-17.308235,-59.958679,-115.827305,55.525141,-92.31341,-152.108746,-215.700246,-340.73577,-111.33356,833.0234,-289.88329,106.75274,-53.3806,-243.26314,-304.255687,-185.648577,615.67432,-167.442,-252.93082,-161.26091,-86.88612,-104.246246,-131.54514,60.39158,86.89494,112.27684,120.75731,62.92346,45.317686,-65.334193,-96.33988,111.89444,185.3625,123.54832,170.69209,91.57499,55.9884,-16.838827,-94.7971,78.987309,234.05178,218.75217,303.16169,104.046782,99.807695,-47.339523,-107.75924,-93.4175,-100.946795,43.902893,-87.756728
3,Lespedeza capitata,Monoculture,Control,26.694106,7.20E+00,-34.329951,-105.48995,-97.450093,-71.1872469,-107.778879,-66.6359699,-21.265165,-18.00102,-23.489729,-106.21352,-141.36812,-161.38726,-7.721959,-77.599242,6.930907,62.998101,-50.99211,-205.1521,-256.354873,-177.68629,-325.982258,-220.23343,-269.09331,-194.72488,-122.885196,-164.75015,-154.330627,-116.28045,-314.36872,-173.82507,-107.44955,-322.77204,-29.833634,-103.500876,-107.823755,60.073809,-78.04724,-136.280747,-259.630199,-357.43338,-153.66853,530.1977,-348.41199,-75.56779,-198.45224,-306.98549,-369.533198,-260.899929,283.6376,-220.5797,-297.16057,-264.09394,-122.21661,-137.258316,-117.54839,51.81218,71.09719,108.20943,99.43236,61.74096,57.900168,-65.552227,-103.93133,128.71413,188.8444,148.41149,184.01618,116.48654,71.611715,96.654539,-139.60839,104.151927,217.245,208.15946,291.46167,103.796432,130.881637,-67.557392,-80.70772,-88.09431,-124.770957,-42.484747,-97.323731
4,Andropogon gerardii,Monoculture,Control,67.744101,8.54E+01,122.4074,45.96867,48.213778,-70.7545401,34.973679,-14.6941073,-96.202218,-75.42755,-96.530974,-76.77813,-104.59088,-87.86263,-270.301988,14.822799,-1.593363,-43.486223,-69.68337,-119.56524,23.247854,21.07076,-37.670354,-12.16973,143.376819,172.44772,-6.131832,65.55615,-7.175133,-68.18886,181.09537,-48.35796,-136.80106,177.44684,-218.650306,-6.281112,102.692204,-72.081373,30.27107,-64.506254,-132.570398,-178.25445,-358.94627,-702.1533,-103.51486,-396.97168,-449.25283,-195.81996,-106.490723,-120.965801,-583.83881,-156.8518,-189.40581,221.25464,-126.90465,-84.378048,-227.1305,-281.00501,-165.97067,-179.20607,-144.75036,-141.73564,44.250041,39.571448,-43.10424,-59.74878,-117.545,-83.3308,-118.37706,-49.7969,-95.775196,-236.498835,-143.43861,-181.730539,-199.79796,-240.35839,-247.1534,-121.995921,-84.014104,-283.341476,149.29879,-233.84582,-86.583338,-155.979865,-113.605729
5,Andropogon gerardii,Monoculture,Control,-91.62791,-9.09E+01,-88.547247,50.97808,4.332397,-40.9685181,68.278024,149.2059917,-61.448837,-50.48679,-96.291461,-75.4177,30.09312,132.57967,-254.46629,3.186734,-31.459955,66.024827,106.54045,288.9343,271.436735,408.85477,598.987642,273.86763,341.422411,256.46711,157.396623,188.66762,411.744697,351.20454,200.9682,87.66332,112.17334,148.62416,500.485853,55.283721,21.592699,20.474055,-110.13421,52.32903,363.43433,629.79076,214.64586,-289.966,894.52839,613.06514,966.28844,1274.07464,810.47492,427.594171,-66.88884,590.7773,303.40898,256.79594,694.86956,319.749911,855.36548,193.17571,27.20524,-84.21344,-97.24063,-52.27197,-9.721393,65.560683,593.3991,-106.36567,-152.6704,-137.61743,-175.38936,-143.88912,-85.463769,-44.677021,263.0293,41.067287,-167.52035,-132.69709,-149.24116,-71.519887,-238.012265,405.029262,-112.34614,407.8911,183.052244,151.203812,136.372942
6,Andropogon gerardii,Monoculture,Control,53.693925,9.34E+01,140.454003,191.60448,147.23585,-94.0026982,3.637351,-78.9139924,-137.342409,-174.41125,-218.62059,-201.74387,-135.47002,-128.61169,-298.11525,-76.311473,-57.819752,-80.737472,-20.09615,116.89648,66.127399,136.67083,237.907249,203.9808,180.219645,126.26765,139.144133,81.36751,52.418471,72.58748,195.84639,27.84312,-136.24824,186.3145,-187.448809,-177.796498,84.545434,-60.916764,23.4067,46.625119,50.593057,244.03157,-275.24639,-641.821,224.63653,-154.36797,-28.14218,305.0322,53.100974,-47.510439,-521.66416,116.4974,162.93739,-59.3438,99.4694,-72.409845,-172.64143,-225.65613,-235.04048,-235.92411,-233.88684,-131.73336,54.546008,160.6485,207.60788,-77.98307,-132.8107,-94.24159,-127.34018,-34.4385,-72.604147,154.557605,-32.18448,-132.78181,-204.30835,-170.44304,-268.59084,-227.084561,-133.338483,-18.5511,25.36789,235.94534,-39.551715,-59.141227,-67.088049
7,Lespedeza capitata,Polyculture,Control,25.40327,1.03E+01,-30.271742,-94.46051,-83.334042,-4.8239745,-68.381166,-44.5993373,66.181967,55.12973,75.12488,-80.1597,-88.50185,-55.32164,471.26531,4.923212,-38.498027,-4.633197,-63.36126,-255.02731,-239.620799,-169.55592,-350.028104,-227.56913,-247.088886,-152.24049,-183.689298,-130.42869,-206.405875,-240.42426,-288.26687,-141.77139,-59.20232,-321.28708,-151.787844,-70.700392,-119.787509,34.629609,-74.70953,-149.202931,-228.131836,-400.12974,194.69892,469.7938,-409.04832,-176.68402,-139.12466,-449.11636,-351.442173,-149.533584,202.26852,-267.2108,-296.54534,-208.04788,-182.31347,-58.240571,-152.59139,42.85483,67.04405,127.97714,70.11275,80.86933,41.299754,-89.168556,-199.95935,120.19721,160.8723,117.55014,141.00737,84.0086,72.074553,204.454089,-158.70114,29.165656,178.27491,176.15332,229.20197,61.350422,296.609009,-124.413807,229.60671,-190.19968,-85.816498,74.14138,-96.916487
8,Lespedeza capitata,Polyculture,Control,-7.796115,-1.19E+01,-67.581441,-148.79199,-132.284859,78.1504012,17.259967,-22.8219041,76.217617,165.50738,259.438686,54.4791,13.13851,194.10887,1295.922497,63.376297,21.980469,35.987917,-19.40613,-147.1525,-130.18029,-118.54131,-212.14783,-183.136,-226.182117,-123.53907,-140.103189,-95.86971,-99.42054,36.9661,-305.31252,-147.11957,54.84248,-317.88394,302.11889,87.145592,-117.761188,10.821903,-65.65405,-116.100733,-142.681019,-264.46111,1065.11397,779.4852,-332.87826,121.25714,362.51758,-439.92913,-270.832186,-146.964292,601.28005,-169.0597,-227.58447,-83.39439,-156.71195,4.814468,283.65053,187.72791,99.98877,194.93524,144.22576,108.48699,23.763216,-102.27785,-201.37411,102.63911,107.7677,108.90236,99.12198,61.19562,57.570573,5.860414,81.30831,37.926241,138.31391,113.82002,144.82876,36.281274,40.406309,128.662682,-98.43161,21.0804,-82.486856,152.052387,-29.652937
9,Lespedeza capitata,Polyculture,Control,31.206068,1.50E+01,-9.640354,-103.66068,-75.561262,-12.7836263,-112.089997,-44.0911679,17.551502,-19.20784,21.43612,-111.7274,-130.30477,-175.76748,151.690412,-47.120872,-26.889858,-2.864749,-73.03766,-263.25729,-263.073295,-142.50474,-379.277793,-211.94285,-252.566979,-164.63878,-187.437689,-174.60987,-210.116742,-241.97204,-321.04563,-270.73536,-142.84562,-326.34243,-260.175049,-37.39213,-119.201085,-41.748272,-67.85233,-91.891934,-185.661485,-471.45996,-49.68338,300.1323,-377.72399,-374.4701,-442.15821,-399.29825,-356.309029,-147.629935,49.77945,-246.1182,-290.58509,-189.39981,-230.10924,4.975414,-143.9088,-41.05153,109.68558,72.12897,104.9184,64.1226,12.344971,-73.784981,-247.86273,96.5769,121.4574,135.00601,137.72545,119.15456,436.37153,-202.826604,-219.12388,-56.874671,79.24805,88.43713,53.65013,342.784548,74.86982,-259.804296,-43.55573,-290.47991,-132.386666,-72.890329,-125.485198
