Sample,Species,Diversity,Treatment,3.30001,3.35001,3.40001,3.45001,3.50001,3.55001,3.60001,3.65001,3.70001,3.75001,3.80001,3.85,3.9,3.95,4,4.05,4.1,4.15,4.2,4.25,4.3,4.35,4.4,4.45,4.5,4.55,4.6,4.65,4.7,4.75,4.8,4.85,4.9,4.95,5,5.05,5.1,5.15,5.2,5.25,5.3,5.35,5.4,5.45,5.5,5.54999,5.59999,5.64999,5.69999,5.74999,5.79999,5.84999,5.89999,5.94999,5.99999,6.04999,6.09999,6.14999,6.19999,6.24999,6.29999,6.34999,6.39999,6.44999,6.49999,6.54999,6.59999,6.64999,6.69999,6.74999,6.79999,6.84999,6.89999,6.94999,6.99999,7.04999,7.09999,7.14999,7.19999,7.34998,7.39998,7.44998,7.49998,7.54998,7.59998,7.64998,7.69998,7.74998,7.79998,7.84998,7.89998,7.94998,7.99998,8.04998,8.09998,8.14998,8.19998,8.24998,8.29998,8.34998,8.39998,8.44998,8.49998,8.54998,8.59998,8.64998,8.69998,8.74998,8.79998,8.84998,8.89998,8.94997,8.99997,9.04997,9.09997,9.14997,9.19997,9.24997,9.29997,9.34997,9.39997,9.44997,9.49997,9.54997,9.59997,9.64997,9.69997,9.74997,9.79997,9.84997,9.89997,9.94997,9.99997,10.05,10.1,10.15,10.2,10.25,10.3,10.35,10.4,10.45,10.5,10.55,10.6,10.65,10.7,10.75,10.8,10.85,10.9,10.95,11,11.05,11.1,11.15,11.2,11.25,11.3
1,Lespedeza capitata,Monoculture,Control,-32.583351,12.1380667,-2.0138192,-96.153,-9.143201,-56.300071,-5.4977126,-42.34277,-25.158719,-46.650716,-27.918298,-3.938529,22.655287,-30.887,-4.770234,23.35541,33.79126,22.766333,2.9374451,-53.5992181,15.7961446,-11.887829,-19.834188,-6.8320583,-31.08539,18.967919,45.27844,6.491702,-0.1719598,-1.552144,2.3212062,6.147849,15.545278,-25.2819566,28.207984,16.08833,54.92755,125.2155,31.54835,13.448084,-25.9989753,56.2314238,20.047407,6.047773,-17.9808316,28.67708,15.066595,7.567391,-21.6484057,-11.73817746,-10.7260424,-10.31505019,-10.49775,-18.63617698,-15.4247589,-24.0977983,-4.969345,-9.4418901,-20.545483,-26.4284287,-17.2338459,-12.7277535,1.97951,-7.083415,-4.604309,-24.1043679,-13.9559518,5.9686386,7.4235601,3.1148842,2.531659,6.3489598,22.4406362,5.1817941,21.790261,-7.20E+00,-5.002853,6.4790641,122.22638,-3.1421061,5.2539071,13.1880938,16.1119109,2.40695545,0.2219518,-6.696371,-2.9903801,-1.7250703,3.14136,4.79069,1.0431974,1.20017554,-8.0566705,-15.4479916,-6.625815,0.7369172,-2.8110905,-4.3792382,-2.0387239,-8.509919,-2.0334461,-0.7160621,-1.2569036,-4.2134561,-4.5965707,-14.9609076,-1.2050377,-0.6028613,-0.807159,-0.6849496,-2.0968231,-2.1754476,-2.2248081,-0.959824561,-3.3895546,-6.221114,-3.485446,-5.8527538,-10.1020387,-12.1351897,-7.2238957,-7.986681,-16.3728259,-10.8626462,-10.2771722,-20.63224568,-9.4536193,-9.5533052,-3.141119,-4.5788307,-3.3674419,-1.8992974,-1.5844296,-5.00092451,-7.7005258,-4.9936547,-5.0135013,-3.19383313,-2.7733596,-3.93718064,-2.763771,-3.8566742,-2.3787294,-2.2576002,-2.3633713,-1.4034448,-2.2042261,-1.06693414,-1.12317965,-1.75169171,-0.4226127,-1.9819092,-2.7840874,-1.7846153,-2.3352663,-1.143201,-3.0725918,-5.69137628,-3.7236879
2,Lespedeza capitata,Monoculture,Control,-11.241196,29.6734974,8.2913123,-123.70142,1.303953,-45.310825,37.8385131,-29.080334,38.702625,-13.059451,2.025322,-6.069218,22.482167,-29.951379,13.648616,43.502187,36.12609,12.504532,17.4892529,-19.4753195,26.3472529,14.908629,10.0042462,13.3715523,2.04653,30.613855,55.05967,7.622722,4.0791873,8.890376,11.1954403,11.405984,10.214015,-8.9052838,25.738787,8.303034,54.92755,131.7125,21.25916,24.782422,5.439812,91.7108565,102.43554,25.465111,-6.3575629,10.71812,2.576467,1.829841,-15.6021076,-6.17984721,-5.9155723,-0.93758008,1.349761,-7.11422025,-16.0500099,-0.9477306,4.849708,10.5825722,7.637249,-0.3203328,13.0637417,3.6993759,9.655476,-2.383843,-6.830078,-21.5411666,-14.2018414,9.359412,2.9744498,7.985178,18.526396,-4.3632578,-5.6274476,-6.5443075,-6.165598,1.04E+01,-9.244768,-6.6069661,125.252618,-0.3205807,0.148018,13.2193247,-3.0593897,5.63331202,0.1162636,-3.306606,3.6304577,6.5155162,8.204809,9.221049,7.4497313,5.607592,14.6674241,5.5648321,-2.962629,5.7054576,3.7133985,9.8607499,4.5824256,8.31675053,3.5158804,3.8861483,7.300284,4.8336267,7.6459526,-3.0266136,5.3055976,4.2880309,4.0697026,3.0542939,4.1579577,4.37760024,2.6807943,4.014603097,1.9426862,2.1284175,1.13835,0.687531,7.7220551,1.84172025,6.8421678,-1.01755,-5.9667389,7.0925492,-5.2372652,-3.95777767,-2.1745933,-0.5550712,-2.253803,-1.094478,1.7640777,1.3248866,-0.1274935,0.02247174,4.0339669,-1.2742789,0.4813465,-1.83733104,-0.2846582,-1.59112404,-1.1137812,-0.6035995,-2.0860121,-0.9264536,-1.0169363,-0.4741242,-0.7482282,-0.80216781,-0.44797047,-0.68768076,-1.1479898,1.440341,1.824217,-0.7757519,-0.7562954,-1.1541427,-1.6935216,0.98942883,1.1924824
3,Lespedeza capitata,Monoculture,Control,-9.566947,31.9936017,33.4100414,-138.148594,-7.290779,-54.702502,-10.9698852,-34.44671,-10.420905,-32.927692,-32.288839,-23.947482,-2.412282,-43.600762,-14.098042,43.773992,79.22654,46.398107,32.0923845,-44.9696598,52.3885527,11.618054,1.2726007,44.7154873,29.085468,58.150704,77.71076,48.965009,33.8551178,36.142076,44.1183265,42.45593,43.472789,-1.1282726,48.524776,45.685959,106.03879,228.0746,49.60442,20.087786,17.0189886,86.7474157,48.740125,43.201099,11.8008217,43.30807,27.093469,23.89928,-2.4146085,5.98322822,6.3911408,7.0990507,9.873663,3.33942705,3.5551945,8.7265484,15.84944,18.3968657,10.278019,6.2115027,8.5060287,9.1593425,15.238279,3.581868,-2.984823,-15.1614361,-11.6084252,9.764449,2.6053566,-0.7673102,6.860894,-4.1186913,0.1817741,-3.6178035,5.10678,3.05E+00,-4.789049,-8.522405,-12.648036,-7.4653895,-6.8149001,-0.7238695,-2.051151,0.9178283,-2.6805947,-6.696371,-1.3138703,-0.2213644,3.241393,6.514894,4.5592924,8.4267927,8.4467913,-1.8811102,-2.162543,6.7533093,2.4908915,8.2986011,2.7825656,12.84099854,1.8609646,4.1854076,5.9217164,4.8068875,0.5421203,-6.8210328,4.7371859,4.8717553,4.5610006,4.2651557,3.5401399,4.85708406,2.2944798,5.047467457,3.8373616,3.8721821,4.09126,3.9209605,11.5313664,-1.2971054,0.5820146,2.532953,-9.4886056,2.8014117,-1.4632619,-8.16196411,0.313548,-0.2928583,-8.7687587,0.5751673,0.5529013,3.3235611,2.59258,1.70075376,1.7312929,0.6553959,0.4914537,1.3679595,2.7643294,-0.57034397,1.6556194,3.3290806,2.1357174,0.929924,2.0441179,2.5966632,1.3242402,1.21470761,1.8920796,2.91135081,1.7105558,1.3788618,-0.4458605,1.0030082,0.5346426,-0.2404474,-0.5493717,2.22302888,1.5739288
4,Andropogon gerardii,Monoculture,Control,-4.940421,-0.7963495,1.7760219,-42.932922,13.404916,40.980685,44.3342531,36.665071,27.760083,41.957666,46.898224,40.715355,16.906337,84.542919,32.857786,23.35541,-57.03836,-10.02576,-3.0194166,57.2397778,-16.7277292,23.50256,-1.1972278,11.8072646,1.122099,-14.952402,-48.05057,2.214607,-14.7822323,-17.684572,-1.3879032,-3.57492,4.167151,16.4186924,-14.200181,-7.932796,-70.04219,-188.3894,-34.87713,-7.410439,7.0925168,-40.0084937,-24.55057,-32.707665,15.6493411,-14.38949,-1.304965,6.239746,24.0519835,19.79320543,16.4316015,11.17948021,8.771811,13.12108072,13.6070399,0.6587408,11.667077,11.5205512,11.971568,13.0186818,12.2542731,12.8027742,2.772367,6.035639,1.288953,18.0130574,9.0232369,0.9236417,-3.1383795,1.5169066,-3.481305,10.1556219,18.3193551,14.8694929,6.684983,-9.61E+00,3.607751,4.4104389,-11.090247,-11.7508947,12.4186051,11.3636065,-0.8712726,6.18688854,8.9891236,9.393719,9.5323854,5.0547978,2.365179,3.006858,3.4512455,0.32814647,-2.158172,6.9850333,3.808041,4.9637496,3.8741469,2.7440686,4.4041302,-8.40118159,-3.5350588,5.2064343,6.3881874,5.8322009,4.0965345,7.5016726,3.0030357,1.8078327,0.1438693,1.2096555,-0.220272,-0.09532525,0.1110974,-0.955301325,-1.3202902,-0.7144801,-1.033627,-2.442898,-9.6498251,-5.21757256,0.7756922,-1.261668,4.1952084,-0.3842144,5.922633,-0.08772669,0.3743285,0.3586257,5.9829422,1.8569028,-5.3488865,-2.9278153,-5.1673452,-1.55874571,-4.5465781,-0.8234358,-2.9682251,-1.14496538,-2.2951587,-3.72912124,-2.8501472,-2.4125357,-2.3694989,-3.3981204,-3.4216553,-2.8999245,-3.1058181,0.62291114,-2.12175132,-3.33239907,-3.1077175,-3.0925981,-1.9006145,-3.9636197,-3.4417139,-3.831387,-2.2721623,-5.17668766,-4.5526259
5,Andropogon gerardii,Monoculture,Control,-31.026071,-22.5111392,-15.166481,-93.718498,-50.569967,-56.300071,-0.9526955,-11.13413,-35.844676,-23.523667,-57.144053,-64.786119,-87.718957,-56.960899,-43.934671,-37.751553,-67.92116,-50.458411,-33.8714086,-29.0343745,-0.6829062,-19.829533,-51.1523162,-23.6843479,-22.89301,-25.99697,-55.52898,-16.571127,-20.9717585,-19.093781,-12.9465421,-16.420768,-17.964575,-50.6339876,-13.547822,-24.617278,-80.17475,-206.2785,-44.62958,-48.362177,-14.635239,-58.4650856,-59.834824,-43.222194,-1.2437529,-31.00136,-16.041405,-2.087689,5.5875529,0.01761115,-0.1352905,1.38250648,-2.436531,0.06208408,1.6232513,0.1398924,2.117599,-10.7022194,-4.276107,-7.2926872,-14.004676,-13.2329056,-11.639136,-10.714298,-21.489731,-6.6668886,-18.3837197,-28.9869926,-30.9342176,-24.308829,-30.684488,-27.7658589,-32.4674502,-26.5617993,-28.785554,-3.23E+01,-17.760336,-14.4562027,-17.311714,-13.2062539,-8.8996458,-3.5900563,-4.8285769,-2.99193517,-8.555686,-6.238862,-0.8551447,-0.7225189,-1.639208,-0.980732,-3.1763004,-5.45988662,-6.3626124,-0.3317044,-5.524886,-3.5390304,-5.478159,-1.8475581,-4.2141596,0.03575754,-3.0307974,-3.0136487,-4.120639,-4.5095379,-4.0620287,2.8265793,-1.4447434,-1.8193183,-2.202524,-2.062269,-1.7945021,-4.02304767,-3.0892485,-1.275807731,-4.106323,-2.7030667,-1.169167,-3.963084,-4.8541982,-7.03935989,-8.9347642,-4.651952,-2.1777925,-8.0458423,-6.0595838,0.68590114,-5.5315519,-5.2271517,-8.393649,-4.1026733,-6.5170663,-6.2857448,-7.3400393,-6.94013409,-6.4723931,-5.1432138,-5.2349613,-3.67966846,-5.8180401,-4.90454633,-4.9600702,-5.427531,-5.5946921,-5.2625865,-5.6354612,-5.4950332,-5.1465284,-4.63331614,-5.64589421,-5.75220599,-3.4504838,-4.7558261,-4.319587,-3.6061655,-6.7301554,-4.4229013,-4.1126148,-3.92883009,-3.8647069
6,Andropogon gerardii,Monoculture,Control,-32.583514,-36.2671045,-36.9673458,6.140764,-41.031798,-9.316676,-27.3837071,34.249627,-47.440959,-25.671953,-22.751884,-45.483488,-70.036393,-9.817828,-41.797581,-46.866019,-73.50368,-29.587997,-19.2107953,-6.7918369,-37.4907333,-23.523957,-31.8677572,-29.1892453,-38.483856,-36.634864,-62.30954,-28.973876,-34.2504082,-27.426599,-20.6912538,-26.934009,-42.272235,-30.8576355,-39.473873,-45.899711,-99.45291,-230.5551,-61.91062,-36.799559,-13.8373383,-57.1767051,-50.374152,-46.017509,-20.7268899,-48.9662,-39.195154,-26.362717,-6.1029086,-9.6591598,-8.5976722,-7.13612918,-11.302665,-8.01030581,-5.2306177,-10.4104317,-10.478115,-24.5443623,-16.746964,-16.5634799,-16.5698514,-26.2354306,-23.496644,-6.738505,-11.4652,-0.3740621,-6.6860389,-26.4266306,-21.1709889,-18.3404417,-22.988421,-15.2283435,-13.3235544,-7.1133941,-6.865567,2.03E+00,21.147362,13.4209804,-8.248645,-1.2542525,-7.2448211,-7.1715894,-0.8168107,-7.5500342,-8.2671694,-4.481892,-6.865531,-6.4076562,-6.914922,-5.066006,-6.4554713,-8.05602645,-8.3512447,-12.9691172,-10.729186,-6.9390153,-5.8001486,-5.0742623,-4.0727603,-2.68724709,-5.0457475,-10.8021185,-9.3264006,-4.0806754,-8.880757,-8.2268039,-5.7616002,-4.4452201,-3.6486137,-3.9985203,-5.3028388,-5.19300138,-6.4222384,-5.876438802,-4.7427355,-3.883431,-2.904083,-4.2402269,-2.2730594,-10.00588521,-9.9838163,-8.011012,-9.8049037,-5.5009155,-6.2831049,-6.38117321,-7.3445413,-5.6442731,12.8621553,-4.1819645,-5.3620383,-3.9561389,-6.8011979,-4.89385444,-7.287573,-5.5973826,-5.0135013,-6.2452707,-6.168172,-5.40783949,-5.6529513,-4.7249694,-5.4430638,-4.1083761,-3.8540385,-5.9115986,-4.145074,-4.5699201,-3.07692115,-4.25348504,-3.6812614,-3.7757815,-5.8360244,-3.4701391,-3.0573498,-4.1082928,-1.6845567,-3.00822053,-6.2713128
7,Lespedeza capitata,Polyculture,Control,11.030646,12.1380667,-0.9311631,-40.664946,28.725395,37.729745,-4.931375,-38.006464,37.870264,8.569571,42.378917,49.903957,94.61517,16.133054,54.778726,11.387439,40.46672,24.627199,5.2108745,21.3685755,6.0964238,6.064617,29.5259711,13.578081,13.567945,13.208921,40.39142,2.587111,0.4030752,3.526596,11.1558704,11.179327,16.31716,40.1177226,10.927145,17.150988,58.08807,162.7151,35.24728,37.597704,5.8719926,43.1533144,67.358009,27.515165,-7.704363,17.12088,10.28595,-16.060149,-23.4081398,-10.86421208,-6.0900965,0.09375007,-3.601771,-7.15352595,-19.4395683,-1.4054479,1.059957,16.6748723,3.953191,0.5858699,14.4467835,14.1808782,13.575626,5.766679,26.852679,-15.698167,3.7561272,30.6217609,30.0991147,26.3321494,25.967719,14.3497817,3.7936112,8.3431504,10.207622,2.19E+01,-7.678237,-20.1613612,-14.93908,-5.9026182,-1.4031758,1.8613254,-15.8910195,2.51273581,4.0242726,0.485547,2.1773421,7.3595007,5.776984,5.471623,7.2249047,7.70959041,13.6657869,4.7500774,2.312734,8.7910212,8.0124977,9.3235936,5.4498415,8.69168303,7.4143883,8.0314783,10.0916693,7.7967386,13.009831,0.8544453,6.3130151,2.5982534,10.0438467,7.9992169,6.9177791,4.91832246,6.7790291,8.598411139,8.7093671,8.1987844,9.112949,8.3723875,6.2200462,13.87324856,14.6213766,6.596212,5.5118926,8.7996948,0.86119,-0.86900772,3.9884864,6.3617796,-3.2415158,5.8594673,4.458901,7.8339742,3.1174394,9.02978005,7.4641055,6.0544979,4.7316139,5.7740579,5.5565785,6.82136161,7.0325154,6.8187678,5.4873485,5.8789123,6.9403682,4.5280519,5.9971618,5.94035735,5.44021885,5.70683138,5.3546947,3.8288383,5.1262016,3.9513703,4.4412734,4.1923561,4.7322439,3.48558514,4.8535369
8,Lespedeza capitata,Polyculture,Control,-7.774759,15.8044582,-5.7365618,-4.050402,28.782759,-21.941325,-24.187919,-46.995604,-27.543944,-32.71592,-12.725835,-8.526645,7.092463,-30.679361,13.119209,-1.232175,17.19374,7.702741,1.3056681,-34.8599722,5.9687329,-6.44181,16.7341344,3.0238858,18.934568,20.656557,44.01813,7.761156,8.1827744,8.543784,6.7714294,10.229019,9.101462,13.5122569,10.058745,22.849112,46.19545,106.843,36.85931,20.562766,-14.8698013,-1.6417663,-26.03116,3.355072,13.8968497,24.95879,28.324262,15.694461,3.7978476,9.63518546,12.3574306,8.57698584,8.011649,4.01778245,-0.3208444,-4.0562181,4.297936,-5.8751519,-17.626767,-17.0609323,-14.2624043,4.597236,16.386511,9.561346,11.924907,-0.8283665,4.4262337,8.6787817,11.3093595,7.0291971,16.402893,-2.8643295,-4.9497635,-1.7472404,5.110979,2.37E+01,-1.769145,-8.3930805,-14.932877,-0.2968279,4.8062465,11.0527765,10.0251853,8.05184086,4.9192462,1.799639,4.5475655,7.3005288,8.00115,8.202233,9.8985541,4.5421867,-5.7821568,-3.7966228,1.67188,5.8536546,1.2395338,-0.2863832,1.9975659,-5.78519981,3.03859,2.4091564,-4.5637833,-0.7794093,-3.5897069,0.5271387,2.6257334,4.4959037,5.9273237,4.8545858,5.0654992,6.97258031,6.6583148,5.089190994,3.4519702,4.1121124,3.223331,2.7209888,-8.4261869,9.48575848,1.3078905,1.873458,-3.1603012,-13.6166375,-0.6972564,-6.74247926,2.0158896,0.7700504,-3.1334887,1.0697157,-0.5839403,0.6423788,-2.8280537,-1.68342305,-3.8008039,0.5104509,-1.3588498,0.08234776,-0.9626627,-0.03690985,-1.2400948,-0.6493139,-0.1433478,-1.0713768,-1.0574727,0.4369848,-0.646582,-1.28725987,-2.54388268,-1.75169171,-1.0483557,-2.0143222,1.837942,-0.5478901,-1.2818904,-1.7359052,-3.1229774,-6.61824679,-3.1601481
9,Lespedeza capitata,Polyculture,Control,2.698717,-32.5442051,-28.6149356,44.839211,3.104847,53.101236,-25.7170587,-52.634684,14.592364,33.998032,24.162167,59.392208,54.696372,17.789172,57.298196,12.909995,59.83632,25.364044,20.8588156,35.1075663,17.5429916,-1.116704,28.3843025,-6.8320583,5.585076,10.479857,59.39694,10.580219,21.8034776,30.522407,10.00112,13.108753,16.437842,57.3273453,21.705941,41.612492,75.61323,210.102,52.86703,46.443331,15.2168494,67.4487412,100.41382,37.354575,-3.5284582,24.98653,11.45353,-11.148976,-15.7868514,-19.4262537,-22.5438401,-20.45849228,-13.545449,-13.05400091,2.1892097,-1.3413215,-15.330688,-8.0995872,-11.527711,-17.3093431,-13.9953373,-0.9033417,9.085392,1.887882,7.615071,-1.9981717,4.8218787,15.7202366,23.6660321,19.0134791,14.411005,6.6100297,7.4190115,8.5930832,11.608495,1.25E+01,-4.966352,-9.8713632,-8.533338,13.1268283,-24.4904041,-12.9284719,-20.8990041,-14.98793446,-15.1074956,-13.045698,-12.2259267,-9.6061604,-5.254483,-4.207807,0.8678835,-0.2185361,-6.4943724,-5.765417,-5.551065,-1.4362424,4.954204,-3.4476257,1.983711,-0.26817889,5.0130353,3.1333782,2.4655395,0.2516208,-4.3593723,6.5273623,1.0747357,2.0202669,4.5284202,3.4882543,4.0396466,3.48468136,3.8729853,-1.250596799,7.5292851,7.7369478,6.097617,7.0024974,2.0348681,7.36688982,3.43308,9.246396,10.9825529,-2.7527611,6.4601567,7.4186583,8.4377883,7.9478162,-6.2514918,12.3425481,10.3493757,12.6307767,10.5979974,9.07498841,9.2112897,11.2091256,12.4194891,11.89636246,9.8136525,11.30294925,11.6556135,11.8388154,12.0218064,12.6984451,11.6441553,12.1865086,12.9132791,13.26148767,12.34055279,11.99466911,11.4943391,12.3610167,10.9938661,12.2496238,11.5126779,11.5365298,11.8628653,9.29847175,11.0919105
